Title,Release Date,Budget,Domestic Gross,Worldwide Gross
Drag Me To Hell,5/29/2009,"$30,000,000","$42,100,625","$91,388,487"
The Cabin in the Woods,4/13/2012,"$30,000,000","$42,073,277","$70,768,144"
Secondhand Lions,9/19/2003,"$30,000,000","$42,023,715","$47,855,342"
Stranger Than Fiction,11/10/2006,"$30,000,000","$40,435,190","$53,572,822"
Hanna,4/8/2011,"$30,000,000","$40,259,119","$65,343,694"
Blue Crush,8/16/2002,"$30,000,000","$40,118,420","$51,618,420"
30 Days of Night,10/19/2007,"$30,000,000","$39,568,996","$80,276,156"
Little Shop of Horrors,12/19/1986,"$30,000,000","$38,747,385","$38,747,385"
Gridiron Gang,9/15/2006,"$30,000,000","$38,432,823","$41,457,834"
Midnight Run,7/20/1988,"$30,000,000","$38,413,606","$81,613,606"
Meet the Spartans,1/25/2008,"$30,000,000","$38,233,676","$84,646,831"
The Running Man,11/13/1987,"$30,000,000","$37,743,350","$37,743,350"
The Family,9/13/2013,"$30,000,000","$36,918,811","$51,078,541"
Mortal Kombat: Annihilation,11/21/1997,"$30,000,000","$35,927,406","$51,327,406"
Larry Crowne,7/1/2011,"$30,000,000","$35,608,245","$61,449,135"
Carrie,10/18/2013,"$30,000,000","$35,266,619","$82,409,520"
Take the Lead,4/1/2006,"$30,000,000","$34,742,066","$65,390,493"
Love and Other Drugs,11/24/2010,"$30,000,000","$32,367,005","$102,716,321"
Entourage,6/3/2015,"$30,000,000","$32,363,404","$46,225,326"
What's the Worst That Could Happen?,6/1/2001,"$30,000,000","$32,267,774","$38,462,071"
Side Effects,2/8/2013,"$30,000,000","$32,172,757","$66,742,138"
9,9/9/2009,"$30,000,000","$31,749,894","$48,559,999"
Deliver Us from Evil,7/2/2014,"$30,000,000","$30,577,122","$87,956,618"
Get on Up,8/1/2014,"$30,000,000","$30,569,935","$33,315,804"
The Five-Year Engagement,4/27/2012,"$30,000,000","$28,700,285","$61,623,819"
The Prince & Me,4/2/2004,"$30,000,000","$28,165,882","$29,356,757"
Winnie the Pooh,7/15/2011,"$30,000,000","$26,692,846","$50,145,607"
Bulworth,5/15/1998,"$30,000,000","$26,525,834","$29,200,533"
Dumb and Dumberer: When Harry Met Lloyd,6/13/2003,"$30,000,000","$26,214,846","$26,214,846"
Virtuosity,8/4/1995,"$30,000,000","$23,980,766","$23,980,766"
One True Thing,9/18/1998,"$30,000,000","$23,209,440","$26,580,440"
Sanctum,2/4/2011,"$30,000,000","$23,209,310","$104,283,753"
My Super Ex-Girlfriend,7/21/2006,"$30,000,000","$22,530,295","$60,772,856"
Mr. 3000,9/17/2004,"$30,000,000","$21,800,302","$21,827,296"
The Next Three Days,11/19/2010,"$30,000,000","$21,148,651","$67,255,916"
Little Black Book,8/6/2004,"$30,000,000","$20,422,207","$21,758,371"
Assault On Precinct 13,1/19/2005,"$30,000,000","$20,040,895","$36,040,895"
Runner Runner,10/4/2013,"$30,000,000","$19,316,646","$60,512,680"
The Replacement Killers,2/6/1998,"$30,000,000","$18,967,571","$18,967,571"
Ultraviolet,3/3/2006,"$30,000,000","$18,522,064","$30,962,112"
North Country,10/21/2005,"$30,000,000","$18,324,242","$23,676,771"
Fright Night,8/19/2011,"$30,000,000","$18,298,649","$40,520,649"
Eight Legged Freaks,7/17/2002,"$30,000,000","$17,266,505","$36,722,311"
Fled,7/19/1996,"$30,000,000","$17,192,205","$19,892,205"
Splice,6/4/2010,"$30,000,000","$17,010,170","$26,857,459"
88 Minutes,4/18/2008,"$30,000,000","$16,930,884","$32,955,399"
The Whole Ten Yards,4/9/2004,"$30,000,000","$16,323,969","$26,323,969"
Howard the Duck,8/1/1986,"$30,000,000","$16,295,774","$16,295,774"
Pride and Glory,10/24/2008,"$30,000,000","$15,740,721","$43,440,721"
The Cave,8/26/2005,"$30,000,000","$14,888,028","$27,028,028"
Godsend,4/30/2004,"$30,000,000","$14,334,645","$16,910,708"
Alex & Emma,6/20/2003,"$30,000,000","$14,208,384","$15,358,583"
Wicker Park,9/3/2004,"$30,000,000","$13,001,257","$21,601,257"
The New World,12/25/2005,"$30,000,000","$12,712,093","$26,184,400"
The Last Stand,1/18/2013,"$30,000,000","$12,050,299","$48,330,757"
In Dreams,1/15/1999,"$30,000,000","$11,927,682","$11,927,682"
Wing Commander,3/12/1999,"$30,000,000","$11,578,022","$11,578,022"
Antitrust,1/12/2001,"$30,000,000","$10,965,209","$17,865,209"
Dead Man Down,3/8/2013,"$30,000,000","$10,895,295","$19,599,974"
Hoodwinked Too: Hood vs. Evil,4/29/2011,"$30,000,000","$10,143,779","$23,353,111"
Dragonball Evolution,4/10/2009,"$30,000,000","$9,362,785","$58,228,460"
First Daughter,9/24/2004,"$30,000,000","$9,055,010","$10,419,084"
An Unfinished Life,9/9/2005,"$30,000,000","$8,535,575","$18,535,575"
The Imaginarium of Doctor Parnassus,12/25/2009,"$30,000,000","$7,689,607","$64,352,607"
Barney's Version,12/17/2010,"$30,000,000","$7,502,560","$8,845,575"
Trapped,9/20/2002,"$30,000,000","$6,916,869","$6,916,869"
Once Upon a Time in America,6/1/1984,"$30,000,000","$5,321,508","$5,321,508"
Gloria,1/22/1999,"$30,000,000","$4,167,493","$4,967,493"
The Assassination of Jesse James by the Coward Robert Ford,9/21/2007,"$30,000,000","$3,909,149","$15,313,631"
The Merchant of Venice,12/29/2004,"$30,000,000","$3,765,585","$18,765,585"
The Good Thief,4/2/2003,"$30,000,000","$3,517,797","$6,460,758"
Supercross,8/17/2005,"$30,000,000","$3,102,550","$3,252,550"
Miss Potter,12/29/2006,"$30,000,000","$2,975,649","$35,861,301"
Wu ji,5/5/2006,"$30,000,000","$669,625","$35,869,934"
Machine Gun Preacher,9/23/2011,"$30,000,000","$538,690","$3,721,988"
DOA: Dead or Alive,6/15/2007,"$30,000,000","$480,314","$7,755,686"
Le Petit Nicolas,2/19/2010,"$30,000,000","$201,857","$52,339,566"
Xinhai geming,10/7/2011,"$30,000,000","$135,739","$8,593,154"
Wild Card,1/30/2015,"$30,000,000","$3,200","$929,157"
United Passions,6/5/2015,"$30,000,000",$918,"$168,832"
Konferenz der Tiere,12/31/2010,"$30,000,000",$0,"$53,048,539"
Grace of Monaco,12/1/2015,"$30,000,000",$0,"$25,199,891"
Goodbye Bafana,12/14/2007,"$30,000,000",$0,"$2,717,302"
Savva. Serdtse voyna,3/8/2016,"$30,000,000",$0,"$170,620"
Space Pirate Captain Harlock,12/31/2013,"$30,000,000",$0,"$143,490"
Ripley's Game,12/31/2003,"$30,000,000",$0,$0
Pitch Perfect 2,5/15/2015,"$29,000,000","$183,785,415","$286,995,378"
Walk the Line,11/18/2005,"$29,000,000","$119,519,402","$187,707,495"
The Boss,4/8/2016,"$29,000,000","$59,097,145","$70,997,145"
Twelve Monkeys,12/27/1995,"$29,000,000","$57,097,229","$168,797,229"
Once Upon a Time in Mexico,9/12/2003,"$29,000,000","$56,330,657","$97,413,527"
Keeping the Faith,4/14/2000,"$29,000,000","$37,036,404","$45,336,404"
The Borrowers,2/13/1998,"$29,000,000","$22,359,293","$53,785,536"
Frost/Nixon,12/5/2008,"$29,000,000","$18,622,031","$28,452,945"
Seed of Chucky,11/12/2004,"$29,000,000","$17,016,190","$24,716,190"
Serving Sara,8/23/2002,"$29,000,000","$16,930,185","$20,146,150"
Confessions of a Dangerous Mind,12/31/2002,"$29,000,000","$16,003,576","$33,009,663"
Taking Woodstock,8/26/2009,"$29,000,000","$7,460,204","$10,066,366"
Cry Freedom,11/6/1987,"$29,000,000","$5,899,797","$25,899,797"
Mumford,9/24/1999,"$28,700,000","$4,559,569","$4,559,569"
The Jacket,3/4/2005,"$28,500,000","$6,301,131","$15,452,978"
Aladdin,11/11/1992,"$28,000,000","$208,577,270","$495,277,270"
Indiana Jones and the Temple of Doom,5/23/1984,"$28,000,000","$175,083,524","$328,283,524"
Straight Outta Compton,8/14/2015,"$28,000,000","$161,058,685","$201,344,719"
The Rugrats Movie,11/20/1998,"$28,000,000","$100,491,683","$140,891,683"
Die Hard,7/15/1988,"$28,000,000","$80,639,179","$138,398,283"
Along Came a Spider,4/6/2001,"$28,000,000","$74,058,698","$105,159,085"
Safe Haven,2/14/2013,"$28,000,000","$71,399,120","$94,050,951"
The Big Short,12/11/2015,"$28,000,000","$70,259,870","$131,459,870"
Role Models,11/7/2008,"$28,000,000","$67,294,270","$94,494,141"
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",10/10/2014,"$28,000,000","$66,954,149","$101,379,287"
Miracle,2/6/2004,"$28,000,000","$64,378,093","$64,474,705"
Last Vegas,1/28/2013,"$28,000,000","$63,914,167","$112,914,167"
The Wedding Planner,1/26/2001,"$28,000,000","$60,400,856","$94,728,529"
Dawn of the Dead,3/19/2004,"$28,000,000","$58,990,765","$103,452,875"
For Your Eyes Only,6/26/1981,"$28,000,000","$54,800,000","$195,300,000"
The Royal Tenenbaums,12/14/2001,"$28,000,000","$52,353,636","$71,430,876"
Identity,4/25/2003,"$28,000,000","$52,131,264","$82,183,683"
Serendipity,10/5/2001,"$28,000,000","$50,255,310","$75,294,136"
Kick-Ass,4/16/2010,"$28,000,000","$48,071,303","$97,531,134"
Zoolander,9/28/2001,"$28,000,000","$45,172,250","$60,780,981"
Timecop,9/16/1994,"$28,000,000","$44,327,925","$101,527,925"
No Reservations,7/27/2007,"$28,000,000","$43,107,979","$91,943,956"
Hocus Pocus,7/16/1993,"$28,000,000","$39,360,491","$39,360,491"
Pride & Prejudice,11/11/2005,"$28,000,000","$38,372,662","$126,549,607"
30 Minutes or Less,8/12/2011,"$28,000,000","$37,053,924","$40,966,716"
Dracula 2000,12/22/2000,"$28,000,000","$33,000,377","$33,000,377"
Blade Runner,6/25/1982,"$28,000,000","$32,656,328","$33,139,618"
Rob Roy,4/7/1995,"$28,000,000","$31,341,940","$31,341,940"
3 Days to Kill,2/21/2014,"$28,000,000","$30,697,999","$38,959,900"
Kick-Ass 2,8/16/2013,"$28,000,000","$28,795,985","$63,129,909"
We Own the Night,10/12/2007,"$28,000,000","$28,563,179","$55,307,857"
A Walk Among the Tombstones,9/19/2014,"$28,000,000","$26,017,685","$62,108,587"
The Spy Next Door,1/15/2010,"$28,000,000","$24,307,106","$46,752,858"
Brick Mansions,4/25/2014,"$28,000,000","$20,396,829","$73,421,224"
Just My Luck,5/12/2006,"$28,000,000","$17,326,650","$38,159,905"
Lost Souls,10/13/2000,"$28,000,000","$16,779,636","$31,320,293"
Pride and Prejudice and Zombies,2/5/2016,"$28,000,000","$10,907,291","$16,175,468"
Winged Migration,4/18/2003,"$28,000,000","$10,762,178","$38,208,108"
"Mystery, Alaska",10/1/1999,"$28,000,000","$8,888,143","$8,888,143"
John Carpenter's Ghosts of Mars,8/24/2001,"$28,000,000","$8,434,601","$8,434,601"
A Simple Wish,7/11/1997,"$28,000,000","$8,119,205","$8,119,205"
Our Brand is Crisis,10/30/2015,"$28,000,000","$7,002,261","$8,592,432"
Kundun,12/25/1997,"$28,000,000","$5,532,301","$5,532,301"
How to Lose Friends & Alienate People,10/3/2008,"$28,000,000","$2,775,593","$12,031,443"
Alatriste,12/31/2007,"$28,000,000",$0,"$22,860,477"
Knocked Up,6/1/2007,"$27,500,000","$148,761,765","$219,265,952"
Octopussy,6/10/1983,"$27,500,000","$62,440,579","$182,040,579"
My Sister's Keeper,6/26/2009,"$27,500,000","$49,200,230","$96,673,002"
Welcome Home Roscoe Jenkins,2/8/2008,"$27,500,000","$42,168,445","$43,339,555"
Joyful Noise,1/13/2012,"$27,500,000","$30,932,113","$31,157,914"
A Passage to India,12/14/1984,"$27,500,000","$27,187,653","$27,187,653"
Notes on a Scandal,12/25/2006,"$27,500,000","$17,510,118","$50,578,411"
Rendition,10/19/2007,"$27,500,000","$9,736,045","$26,939,925"
Anonymous,10/28/2011,"$27,500,000","$4,463,292","$15,815,509"
Limitless,3/18/2011,"$27,000,000","$79,249,455","$155,564,919"
Star Trek VI: The Undiscovered Country,12/6/1991,"$27,000,000","$74,888,996","$96,900,000"
The Divine Secrets of the Ya-Ya Sisterhood,6/7/2002,"$27,000,000","$69,586,544","$73,826,768"
Kiss the Girls,10/3/1997,"$27,000,000","$60,491,560","$60,491,560"
The Blues Brothers,6/20/1980,"$27,000,000","$57,229,890","$57,229,890"
The Sisterhood of the Traveling Pants 2,8/6/2008,"$27,000,000","$44,089,964","$44,270,131"
The Jungle Book,12/25/1994,"$27,000,000","$43,054,607","$43,054,607"
About a Boy,5/17/2002,"$27,000,000","$40,803,000","$130,759,651"
Spy Kids: All the Time in the World,8/19/2011,"$27,000,000","$38,536,376","$80,681,183"
Lake Placid,7/16/1999,"$27,000,000","$31,770,413","$31,770,413"
Lucky Number Slevin,4/7/2006,"$27,000,000","$22,495,466","$55,495,466"
The Right Stuff,10/21/1983,"$27,000,000","$21,192,102","$21,192,102"
Die Unendliche Geschichte,7/20/1984,"$27,000,000","$20,158,808","$20,158,808"
Dark City,2/27/1998,"$27,000,000","$14,337,579","$27,159,564"
The Duchess,9/19/2008,"$27,000,000","$13,848,978","$45,160,110"
Case 39,10/1/2010,"$27,000,000","$13,261,851","$28,773,827"
The Honeymooners,6/10/2005,"$27,000,000","$12,834,849","$13,174,426"
Return to Oz,6/21/1985,"$27,000,000","$10,618,813","$10,618,813"
The Newton Boys,3/27/1998,"$27,000,000","$10,297,897","$10,297,897"
Suspect Zero,8/27/2004,"$27,000,000","$8,712,564","$8,712,564"
The Martian Child,11/2/2007,"$27,000,000","$7,500,310","$9,352,089"
Formula 51,10/18/2002,"$27,000,000","$5,204,007","$5,204,007"
Flawless,11/24/1999,"$27,000,000","$4,485,485","$4,485,485"
Mindhunters,5/13/2005,"$27,000,000","$4,476,235","$16,566,235"
What Just Happened,10/17/2008,"$27,000,000","$1,090,947","$2,412,123"
The Statement,12/12/2003,"$27,000,000","$765,637","$1,545,064"
The Magic Flute,12/31/2006,"$27,000,000",$0,$0
Paul Blart: Mall Cop,1/16/2009,"$26,000,000","$146,336,178","$185,904,750"
Freaky Friday,8/6/2003,"$26,000,000","$110,222,438","$160,822,438"
The 40 Year-old Virgin,8/19/2005,"$26,000,000","$109,243,478","$177,138,471"
Shakespeare in Love,12/11/1998,"$26,000,000","$100,241,322","$279,423,528"
Kindergarten Cop,12/21/1990,"$26,000,000","$88,846,113","$199,388,425"
The Pineapple Express,8/6/2008,"$26,000,000","$87,341,380","$102,404,019"
Philadelphia,12/22/1993,"$26,000,000","$76,512,063","$200,512,063"
Ever After: A Cinderella Story,7/31/1998,"$26,000,000","$65,703,412","$65,703,412"
Flatliners,8/10/1990,"$26,000,000","$61,308,153","$61,308,153"
Open Range,8/15/2003,"$26,000,000","$58,331,254","$68,613,992"
Red Eye,8/19/2005,"$26,000,000","$57,891,803","$96,666,486"
New Years Eve,12/9/2011,"$26,000,000","$54,544,638","$146,850,273"
A Bridge Too Far,6/15/1977,"$26,000,000","$50,800,000","$50,800,000"
Pain & Gain,4/26/2013,"$26,000,000","$49,875,291","$81,275,291"
Final Destination 2,1/31/2003,"$26,000,000","$46,896,664","$90,396,664"
"O Brother, Where Art Thou?",12/22/2000,"$26,000,000","$45,506,619","$75,763,814"
In Good Company,12/29/2004,"$26,000,000","$45,489,752","$63,489,752"
Legion,1/22/2010,"$26,000,000","$40,122,938","$67,602,432"
Lawless,8/29/2012,"$26,000,000","$37,397,291","$54,393,637"
Clockstoppers,3/29/2002,"$26,000,000","$36,985,501","$38,788,828"
Silverado,7/10/1985,"$26,000,000","$32,076,721","$32,076,721"
Brothers,12/4/2009,"$26,000,000","$28,544,157","$45,043,870"
The Best of Me,10/17/2014,"$26,000,000","$26,766,213","$27,866,213"
Agent Cody Banks 2: Destination London,3/12/2004,"$26,000,000","$23,514,247","$28,703,083"
Original Sin,8/3/2001,"$26,000,000","$16,521,410","$16,521,410"
The Raven,4/27/2012,"$26,000,000","$16,008,272","$30,601,801"
Welcome to Mooseport,2/20/2004,"$26,000,000","$14,469,428","$14,469,428"
Highlander III: The Sorcerer,1/27/1995,"$26,000,000","$13,738,574","$13,738,574"
Self/Less,7/10/2015,"$26,000,000","$12,279,691","$27,518,360"
The Curse of the Jade Scorpion,8/24/2001,"$26,000,000","$7,496,522","$18,496,522"
The Fifth Estate,10/18/2013,"$26,000,000","$3,254,172","$6,154,172"
Blood and Wine,2/21/1997,"$26,000,000","$1,075,288","$1,075,288"
Blood Ties,3/21/2014,"$26,000,000","$42,472","$2,923,959"
The Grimm Brothers' Snow White,8/24/1997,"$26,000,000","$5,000","$5,000"
Viy,6/30/2015,"$26,000,000",$0,"$34,246,770"
Accidental Love,3/17/2015,"$26,000,000",$0,"$135,436"
The Face of an Angel,4/24/2015,"$26,000,000",$0,$0
Flipper,5/17/1996,"$25,530,000","$20,047,715","$30,561,008"
The Constant Gardener,8/31/2005,"$25,500,000","$33,579,798","$86,301,599"
W.,10/17/2008,"$25,100,000","$25,534,493","$28,575,778"
The Passion of the Christ,2/25/2004,"$25,000,000","$370,782,930","$622,420,667"
Mrs. Doubtfire,11/24/1993,"$25,000,000","$218,692,701","$440,783,653"
The Help,8/10/2011,"$25,000,000","$169,705,587","$213,120,004"
Rain Man,12/16/1988,"$25,000,000","$168,106,313","$408,080,878"
Gran Torino,12/12/2008,"$25,000,000","$148,095,302","$274,543,085"
Taken,1/30/2009,"$25,000,000","$145,000,989","$226,941,585"
Ride Along,1/17/2014,"$25,000,000","$134,202,565","$153,733,265"
The Bodyguard,11/25/1992,"$25,000,000","$111,634,286","$400,588,566"
Schindler's List,12/15/1993,"$25,000,000","$95,494,598","$320,792,986"
"Legally Blonde 2: Red, White & Blonde",7/2/2003,"$25,000,000","$90,168,825","$124,868,825"
Scooby-Doo 2: Monsters Unleashed,3/26/2004,"$25,000,000","$84,185,387","$181,185,387"
Anchorman: The Legend of Ron Burgundy,7/9/2004,"$25,000,000","$84,136,909","$89,476,265"
Freddy vs. Jason,8/15/2003,"$25,000,000","$82,490,748","$114,444,496"
Bridge to Terabithia,2/16/2007,"$25,000,000","$82,234,139","$137,984,788"
Jimmy Neutron: Boy Genius,12/21/2001,"$25,000,000","$80,936,232","$102,992,536"
Cloverfield,1/18/2008,"$25,000,000","$80,048,433","$171,302,226"
Dear John,2/5/2010,"$25,000,000","$80,014,842","$142,033,509"
Parental Guidance,12/25/2012,"$25,000,000","$77,267,296","$120,832,383"
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,3/22/1991,"$25,000,000","$76,323,571","$76,323,571"
The Untouchables,6/3/1987,"$25,000,000","$75,729,280","$75,729,280"
No Country for Old Men,11/9/2007,"$25,000,000","$74,273,505","$164,051,250"
Bridget Jones's Diary,4/13/2001,"$25,000,000","$71,500,556","$281,527,158"
Chocolat,12/15/2000,"$25,000,000","$71,309,760","$152,500,343"
No Strings Attached,1/21/2011,"$25,000,000","$70,662,220","$149,228,078"
Contraband,1/13/2012,"$25,000,000","$66,528,000","$98,406,855"
The Lucky One,4/20/2012,"$25,000,000","$60,457,138","$96,633,833"
Tombstone,12/25/1993,"$25,000,000","$56,505,065","$56,505,065"
Romeo Must Die,3/22/2000,"$25,000,000","$55,973,336","$91,036,760"
The Omen,6/6/2006,"$25,000,000","$54,607,383","$119,295,584"
Final Destination 3,2/10/2006,"$25,000,000","$54,098,051","$112,798,051"
Tyler Perry's A Madea Christmas,12/13/2013,"$25,000,000","$52,543,354","$52,543,354"
Finding Neverland,11/12/2004,"$25,000,000","$51,676,606","$115,036,108"
The Grey,1/27/2012,"$25,000,000","$51,580,136","$81,249,176"
Hide and Seek,1/28/2005,"$25,000,000","$51,100,486","$123,696,741"
The House Bunny,8/22/2008,"$25,000,000","$48,237,389","$71,390,601"
Agent Cody Banks,3/14/2003,"$25,000,000","$47,545,060","$58,240,458"
Nanny McPhee,1/27/2006,"$25,000,000","$47,124,400","$128,590,699"
Goodfellas,9/19/1990,"$25,000,000","$46,261,759","$46,261,759"
The Giver,8/15/2014,"$25,000,000","$45,090,374","$55,090,374"
Scarface,12/9/1983,"$25,000,000","$44,942,821","$44,942,821"
Nothing To Lose,7/18/1997,"$25,000,000","$44,477,235","$64,591,257"
The Hours,12/27/2002,"$25,000,000","$41,597,830","$96,952,304"
Money Talks,8/22/1997,"$25,000,000","$41,067,398","$41,067,398"
The Last Emperor,11/20/1987,"$25,000,000","$40,295,591","$40,295,591"
There Will Be Blood,12/26/2007,"$25,000,000","$40,222,514","$77,208,711"
The Wild Thornberrys Movie,12/20/2002,"$25,000,000","$39,882,925","$60,468,965"
Rugrats Go Wild,6/13/2003,"$25,000,000","$39,402,572","$55,443,032"
The Sisterhood of the Traveling Pants,6/1/2005,"$25,000,000","$39,008,741","$41,515,797"
Undercover Brother,5/31/2002,"$25,000,000","$38,230,435","$40,796,145"
August:  Osage County,12/25/2013,"$25,000,000","$37,738,810","$50,738,810"
Kiss of the Dragon,7/6/2001,"$25,000,000","$36,833,473","$36,833,473"
Million Dollar Arm,5/10/2014,"$25,000,000","$36,447,959","$39,217,912"
Beauty Shop,3/30/2005,"$25,000,000","$36,351,350","$38,351,350"
What a Girl Wants,4/4/2003,"$25,000,000","$35,990,505","$35,990,505"
Jeepers Creepers II,8/29/2003,"$25,000,000","$35,623,801","$119,923,801"
Good Luck Chuck,9/21/2007,"$25,000,000","$35,017,297","$59,183,821"
Cradle 2 the Grave,2/28/2003,"$25,000,000","$34,657,731","$56,434,942"
She's the Man,3/17/2006,"$25,000,000","$33,687,630","$55,078,079"
The Gambler,12/10/2014,"$25,000,000","$33,680,992","$38,580,992"
Mr. Bean's Holiday,8/24/2007,"$25,000,000","$32,589,350","$234,268,525"
Bride of Chucky,10/16/1998,"$25,000,000","$32,368,960","$50,656,960"
August Rush,11/17/2007,"$25,000,000","$31,664,162","$66,015,869"
Anacondas: The Hunt for the Blood Orchid,8/27/2004,"$25,000,000","$31,526,393","$70,326,393"
The Sitter,12/9/2011,"$25,000,000","$30,542,576","$38,749,404"
Elizabeth,11/6/1998,"$25,000,000","$30,012,990","$82,080,933"
